event_id,event_date,city,side,channel,pilot_group,event_type,requests,completed_trips,cancelled_trips,response_time_min,success_rate_pct,adoption_rate_pct,revenue_inr,cost_inr,satisfaction_score
EVT-00346,2025-04-11,Kolkata,Rider,App,Pilot,Driver Online,21.0,14.0,7.0,15.04,66.67,65.07,2789.9,1482.22,4.5
EVT-00445,2025-04-11,Pune,Driver,App,Pilot,Driver Online,31.0,3.0,28.0,17.21,9.68,81.49,849.38,671.39,2.6
EVT-00344,2025-04-12,Pune,Rider,App,Control,Driver Online,30.0,10.0,20.0,10.28,33.33,41.51,1386.58,879.07,3.2
EVT-00417,2025-04-12,Hyderabad,Rider,Web,Pilot,Trip Completed,8.0,1.0,7.0,6.73,12.5,85.96,377.67,189.3,4.6
EVT-00552,2025-04-13,Delhi,Rider,App,Control,Rider Request,15.0,12.0,3.0,15.57,80.0,47.49,4527.54,2382.68,4.3
EVT-00592,2025-04-13,Bengaluru,Driver,Partner,Control,Trip Completed,19.0,3.0,16.0,4.61,15.79,85.71,1226.67,594.08,3.7
EVT-00488,2025-04-13,Hyderabad,Driver,Web,Control,Trip Completed,28.0,17.0,11.0,12.3,60.71,89.97,2771.17,1593.57,4.8
EVT-00001,2025-04-13,Hyderabad,Rider,Partner,Control,Trip Cancelled,19.0,10.0,9.0,9.08,52.63,56.02,1285.75,868.45,2.6
EVT-00051,2025-04-13,Chennai,Driver,Web,Pilot,Trip Cancelled,30.0,14.0,16.0,8.72,46.67,91.96,2777.7,1686.05,4.5
EVT-00343,2025-04-14,Kolkata,Driver,Partner,Pilot,Trip Cancelled,8.0,6.0,2.0,5.69,75.0,84.14,681.42,264.28,3.4
EVT-00336,2025-04-14,Bengaluru,Rider,Partner,Control,Driver Online,28.0,1.0,27.0,11.72,3.57,72.78,252.15,132.43,4.8
EVT-00584,2025-04-14,Delhi,Rider,Partner,Control,Rider Request,7.0,1.0,6.0,8.6,14.29,55.18,388.26,173.02,4.0
EVT-00250,2025-04-14,Hyderabad,Rider,Partner,Control,Trip Completed,24.0,21.0,3.0,9.25,87.5,91.08,6733.13,2566.01,2.9
EVT-00340,2025-04-15,Pune,Driver,Web,Control,Rider Request,20.0,11.0,9.0,16.5,55.0,54.77,3464.55,1683.14,3.0
EVT-00515,2025-04-15,Kolkata,Rider,Web,Control,Trip Completed,26.0,12.0,14.0,4.99,46.15,44.09,4056.63,2435.23,4.8
EVT-00612,2025-04-15,Chennai,Rider,Web,Control,Trip Completed,33.0,5.0,28.0,2.56,15.15,96.27,1324.85,834.52,3.8
EVT-00429,2025-04-15,Kolkata,Driver,Web,Pilot,Trip Completed,24.0,23.0,1.0,11.81,95.83,40.11,5376.22,3868.44,4.2
EVT-00614,2025-04-16,Kolkata,Driver,App,Pilot,Trip Cancelled,4.0,3.0,1.0,13.53,75.0,90.11,1197.49,901.17,4.6
EVT-00324,2025-04-16,Kolkata,Rider,Partner,Pilot,Trip Cancelled,32.0,8.0,24.0,17.02,25.0,36.0,2061.91,1207.11,4.1
EVT-00600,2025-04-16,Delhi,Driver,Web,Pilot,Driver Online,11.0,11.0,0.0,10.67,100.0,79.07,2420.95,1014.86,4.2
EVT-00220,2025-04-17,Bengaluru,Driver,Partner,Pilot,Driver Online,15.0,4.0,11.0,6.27,26.67,91.71,477.95,395.72,3.3
EVT-00128,2025-04-17,Pune,Rider,App,Pilot,Driver Online,28.0,14.0,14.0,15.83,50.0,47.97,1652.74,801.37,2.6
EVT-00646,2025-04-17,Mumbai,Rider,Web,Pilot,Driver Online,23.0,21.0,2.0,13.69,91.3,89.61,6151.49,4210.86,2.8
EVT-00216,2025-04-17,Mumbai,Driver,Partner,Pilot,Trip Cancelled,30.0,27.0,3.0,5.23,90.0,59.21,6292.13,4024.66,4.4
EVT-00288,2025-04-17,Chennai,Driver,Partner,Pilot,Driver Online,1.0,1.0,0.0,4.13,100.0,45.11,103.97,46.04,4.2
EVT-00564,2025-04-18,Delhi,Rider,Web,Control,Trip Cancelled,31.0,14.0,17.0,7.75,45.16,88.12,4186.45,2827.37,4.7
EVT-00511,2025-04-19,Chennai,Rider,Web,Control,Trip Completed,29.0,15.0,14.0,10.17,51.72,41.9,2234.55,1897.49,3.9
EVT-00060,2025-04-19,Chennai,Rider,App,Pilot,Trip Completed,6.0,5.0,1.0,5.56,83.33,45.12,717.16,353.24,2.9
EVT-00070,2025-04-19,Hyderabad,Driver,Partner,Control,Trip Completed,4.0,3.0,1.0,14.24,75.0,35.77,850.41,538.1,4.3
EVT-00478,2025-04-19,Hyderabad,Rider,App,Pilot,Trip Completed,34.0,1.0,33.0,7.16,2.94,97.25,244.98,107.69,4.7
EVT-00057,2025-04-19,Mumbai,Driver,Partner,Pilot,Driver Online,23.0,13.0,10.0,13.87,56.52,36.92,4873.09,2568.48,3.5
EVT-00289,2025-04-19,Kolkata,Driver,Partner,Pilot,Trip Completed,4.0,3.0,1.0,5.62,75.0,67.45,786.26,415.49,3.4
EVT-00428,2025-04-20,Delhi,Driver,Partner,Control,Trip Completed,24.0,3.0,21.0,9.95,12.5,56.98,622.32,411.15,4.3
EVT-00308,2025-04-20,Bengaluru,Driver,Partner,Control,Rider Request,18.0,1.0,17.0,13.84,5.56,86.2,320.32,267.03,4.6
EVT-00049,2025-04-20,Delhi,Rider,App,Control,Trip Completed,32.0,27.0,5.0,5.93,84.38,36.4,6733.16,3959.81,4.6
EVT-00306,2025-04-20,Pune,Rider,Partner,Pilot,Driver Online,15.0,14.0,1.0,14.34,93.33,82.93,2013.56,793.73,4.2
EVT-00412,2025-04-21,Mumbai,Rider,App,Pilot,Driver Online,31.0,8.0,23.0,16.02,25.81,38.1,1268.54,1013.17,3.1
EVT-00072,2025-04-21,Hyderabad,Rider,App,Control,Driver Online,28.0,25.0,3.0,2.64,89.29,66.6,2886.1,2222.93,4.8
EVT-00568,2025-04-21,Mumbai,Rider,App,Control,Rider Request,8.0,4.0,4.0,11.76,50.0,73.23,1475.28,915.56,4.5
EVT-00119,2025-04-21,Bengaluru,Rider,Partner,Control,Trip Cancelled,6.0,1.0,5.0,14.43,16.67,65.3,93.86,40.55,3.6
EVT-00279,2025-04-21,Mumbai,Driver,App,Pilot,Rider Request,15.0,10.0,5.0,12.65,66.67,79.52,2874.03,1455.56,3.2
EVT-00546,2025-04-22,Kolkata,Driver,App,Pilot,Trip Completed,13.0,11.0,2.0,7.38,84.62,84.7,1754.0,1174.48,3.1
EVT-00187,2025-04-22,Delhi,Driver,Web,Pilot,Trip Completed,22.0,11.0,11.0,2.53,50.0,67.29,3895.95,2258.17,2.6
EVT-00274,2025-04-23,Hyderabad,Driver,App,Pilot,Trip Completed,17.0,5.0,12.0,7.01,29.41,81.16,1087.7,417.87,4.5
EVT-00616,2025-04-23,Mumbai,Rider,Web,Pilot,Trip Completed,31.0,16.0,15.0,13.7,51.61,61.86,3095.35,1573.16,4.4
EVT-00037,2025-04-23,Chennai,Driver,App,Pilot,Rider Request,12.0,12.0,0.0,16.44,100.0,40.75,2262.8,1866.88,4.9
EVT-00209,2025-04-23,Chennai,Driver,Partner,Control,Trip Completed,21.0,20.0,1.0,10.94,95.24,67.3,3595.72,2933.66,3.5
EVT-00530,2025-04-24,Bengaluru,Rider,App,Pilot,Trip Cancelled,9.0,2.0,7.0,15.55,22.22,89.42,436.61,319.24,2.9
EVT-00580,2025-04-24,Hyderabad,Driver,App,Control,Trip Cancelled,8.0,5.0,3.0,8.33,62.5,53.85,1671.78,759.22,3.0
EVT-00441,2025-04-25,Kolkata,Rider,Web,Control,Rider Request,16.0,8.0,8.0,10.18,50.0,82.84,2578.45,1151.48,3.7
EVT-00376,2025-04-26,Kolkata,Driver,Partner,Pilot,Rider Request,31.0,2.0,29.0,7.38,6.45,51.03,168.77,104.66,4.6
EVT-00219,2025-04-26,Hyderabad,Driver,App,Pilot,Trip Completed,5.0,5.0,0.0,1.95,100.0,66.84,2038.83,1105.26,2.6
EVT-00358,2025-04-26,Mumbai,Driver,Partner,Pilot,Driver Online,22.0,12.0,10.0,6.53,54.55,51.66,2101.96,1027.56,2.6
EVT-00225,2025-04-27,Mumbai,Rider,Web,Pilot,Rider Request,21.0,21.0,0.0,14.54,100.0,42.86,7350.66,3586.27,4.7
EVT-00641,2025-04-27,Mumbai,Rider,App,Pilot,Rider Request,33.0,25.0,8.0,13.68,75.76,56.14,8503.41,4816.19,3.7
EVT-00407,2025-04-27,Hyderabad,Rider,App,Pilot,Trip Completed,6.0,2.0,4.0,6.21,33.33,81.28,176.28,113.24,4.9
EVT-00408,2025-04-27,Bengaluru,Rider,Partner,Control,Trip Cancelled,24.0,12.0,12.0,5.68,50.0,75.45,2084.19,1244.8,2.8
EVT-00533,2025-04-27,Chennai,Driver,App,Control,Trip Cancelled,1.0,0.0,1.0,10.84,0.0,92.76,0.0,0.0,4.3
EVT-00023,2025-04-27,Chennai,Rider,App,Control,Trip Completed,31.0,2.0,29.0,17.68,6.45,39.75,367.87,163.87,3.2
EVT-00177,2025-04-27,Kolkata,Driver,Partner,Pilot,Trip Completed,33.0,17.0,16.0,7.63,51.52,38.94,5991.9,4393.83,4.3
EVT-00443,2025-04-27,Chennai,Rider,App,Pilot,Trip Completed,33.0,16.0,17.0,5.32,48.48,88.48,3441.16,1626.9,4.5
EVT-00178,2025-04-28,Pune,Rider,App,Control,Trip Cancelled,27.0,14.0,13.0,8.26,51.85,87.91,2947.04,1874.13,4.0
EVT-00498,2025-04-28,Pune,Rider,Partner,Pilot,Trip Cancelled,7.0,4.0,3.0,10.89,57.14,74.8,1025.5,385.16,3.1
EVT-00058,2025-04-29,Pune,Driver,Web,Control,Rider Request,22.0,11.0,11.0,5.35,50.0,56.6,2652.65,1399.41,4.1
EVT-00097,2025-04-30,Chennai,Driver,Web,Pilot,Trip Completed,1.0,0.0,1.0,17.8,0.0,61.95,0.0,0.0,3.0
EVT-00234,2025-04-30,Chennai,Rider,Partner,Pilot,Trip Cancelled,1.0,0.0,1.0,12.07,0.0,96.68,0.0,0.0,4.1
EVT-00214,2025-05-01,Kolkata,Driver,Partner,Control,Trip Completed,2.0,0.0,2.0,2.6,0.0,68.64,0.0,0.0,3.6
EVT-00650,2025-05-02,Bengaluru,Driver,Web,Control,Driver Online,18.0,11.0,7.0,8.06,61.11,55.46,4550.61,1899.3,3.3
EVT-00142,2025-05-02,Delhi,Rider,Web,Control,Trip Completed,26.0,26.0,0.0,14.38,100.0,52.31,9351.91,5254.55,4.2
EVT-00589,2025-05-02,Bengaluru,Rider,Partner,Control,Driver Online,13.0,6.0,7.0,7.26,46.15,93.16,901.55,709.57,2.6
EVT-00562,2025-05-03,Mumbai,Driver,Web,Control,Driver Online,8.0,3.0,5.0,7.29,37.5,83.69,1059.23,451.98,3.4
EVT-00541,2025-05-03,Mumbai,Driver,Partner,Control,Driver Online,22.0,22.0,0.0,15.53,100.0,53.22,8882.91,3330.47,2.9
EVT-00015,2025-05-03,Delhi,Rider,Web,Pilot,Trip Cancelled,6.0,5.0,1.0,10.34,83.33,40.69,1820.01,928.91,3.0
EVT-00393,2025-05-03,Mumbai,Driver,App,Pilot,Trip Completed,2.0,2.0,0.0,11.92,100.0,84.42,567.02,315.87,4.9
EVT-00642,2025-05-04,Bengaluru,Driver,App,Control,Trip Cancelled,15.0,9.0,6.0,2.92,60.0,40.73,3545.06,2462.54,2.8
EVT-00208,2025-05-04,Mumbai,Rider,App,Pilot,Trip Cancelled,14.0,2.0,12.0,8.88,14.29,64.88,561.79,347.47,4.6
EVT-00387,2025-05-05,Mumbai,Driver,Partner,Pilot,Trip Completed,34.0,3.0,31.0,13.62,8.82,48.16,299.74,187.69,4.0
EVT-00345,2025-05-05,Chennai,Driver,Web,Control,Trip Completed,21.0,14.0,7.0,3.88,66.67,42.29,1249.71,764.56,3.0
EVT-00419,2025-05-06,Mumbai,Driver,Partner,Pilot,Trip Completed,26.0,15.0,11.0,6.93,57.69,76.73,5034.31,3805.8,4.9
EVT-00433,2025-05-06,Pune,Rider,App,Pilot,Driver Online,30.0,15.0,15.0,13.2,50.0,97.61,2804.61,1926.79,4.6
EVT-00266,2025-05-06,Bengaluru,Rider,Web,Pilot,Trip Completed,22.0,20.0,2.0,10.45,90.91,44.42,4188.69,2334.08,4.4
EVT-00053,2025-05-06,Bengaluru,Rider,Partner,Pilot,Trip Completed,16.0,10.0,6.0,8.4,62.5,75.38,1418.39,741.58,4.7
EVT-00111,2025-05-06,Hyderabad,Driver,App,Control,Trip Completed,20.0,7.0,13.0,14.04,35.0,62.86,930.32,474.81,4.3
EVT-00403,2025-05-06,Delhi,Rider,Web,Control,Driver Online,16.0,5.0,11.0,8.15,31.25,67.74,2094.09,874.51,4.2
EVT-00166,2025-05-06,Hyderabad,Driver,App,Control,Trip Cancelled,10.0,4.0,6.0,3.57,40.0,64.88,474.98,281.67,4.8
EVT-00303,2025-05-07,Hyderabad,Driver,App,Pilot,Trip Completed,31.0,2.0,29.0,8.65,6.45,83.78,739.76,459.26,4.4
EVT-00322,2025-05-07,Kolkata,Driver,Web,Control,Driver Online,32.0,4.0,28.0,9.4,12.5,84.18,732.93,370.75,2.5
EVT-00223,2025-05-07,Hyderabad,Rider,Partner,Control,Trip Completed,28.0,23.0,5.0,18.0,82.14,44.48,8227.04,3732.23,4.5
EVT-00351,2025-05-08,Chennai,Rider,Partner,Pilot,Trip Completed,16.0,15.0,1.0,2.19,93.75,61.41,2057.84,1625.0,3.9
EVT-00637,2025-05-08,Delhi,Driver,Web,Control,Trip Completed,12.0,1.0,11.0,17.95,8.33,44.68,373.41,180.36,4.0
EVT-00426,2025-05-08,Delhi,Rider,App,Pilot,Trip Completed,4.0,4.0,0.0,12.4,100.0,82.02,743.74,574.78,3.1
EVT-00017,2025-05-09,Bengaluru,Driver,App,Pilot,Rider Request,30.0,9.0,21.0,5.76,30.0,76.58,3220.7,2021.31,3.8
EVT-00442,2025-05-10,Kolkata,Driver,Web,Control,Trip Completed,23.0,21.0,2.0,2.69,91.3,71.27,7775.09,5540.87,3.4
EVT-00014,2025-05-10,Hyderabad,Driver,Partner,Pilot,Rider Request,19.0,1.0,18.0,10.26,5.26,63.21,267.98,173.21,2.7
EVT-00372,2025-05-10,Kolkata,Rider,Web,Pilot,Driver Online,28.0,19.0,9.0,10.8,67.86,66.52,1968.29,777.35,4.0
EVT-00415,2025-05-10,Delhi,Rider,Web,Control,Trip Completed,6.0,2.0,4.0,6.65,33.33,61.93,598.75,432.66,3.1
EVT-00064,2025-05-10,Pune,Driver,Web,Pilot,Trip Completed,9.0,0.0,9.0,3.43,0.0,64.81,0.0,0.0,2.8
EVT-00159,2025-05-10,Chennai,Rider,App,Pilot,Trip Completed,10.0,6.0,4.0,3.76,60.0,68.72,919.01,327.22,3.1
EVT-00585,2025-05-11,Bengaluru,Driver,Web,Control,Driver Online,30.0,16.0,14.0,17.15,53.33,65.67,5100.65,3958.03,3.4
EVT-00647,2025-05-11,Bengaluru,Rider,App,Control,Trip Completed,32.0,14.0,18.0,13.94,43.75,48.8,3228.87,2127.52,4.4
EVT-00610,2025-05-12,Pune,Driver,App,Control,Trip Completed,24.0,1.0,23.0,3.86,4.17,83.15,348.59,233.43,4.6
EVT-00172,2025-05-12,Bengaluru,Driver,Web,Control,Trip Completed,21.0,13.0,8.0,11.66,61.9,46.85,2610.8,1936.94,3.9
EVT-00164,2025-05-13,Hyderabad,Rider,Web,Pilot,Rider Request,15.0,2.0,13.0,12.41,13.33,46.67,278.39,111.13,4.2
EVT-00501,2025-05-13,Kolkata,Driver,Web,Pilot,Rider Request,31.0,31.0,0.0,10.5,100.0,43.41,9769.92,7303.07,2.9
EVT-00537,2025-05-13,Bengaluru,Rider,App,Control,Driver Online,27.0,27.0,0.0,11.64,100.0,91.23,2881.79,1485.44,3.1
EVT-00105,2025-05-13,Bengaluru,Rider,Web,Pilot,Rider Request,10.0,10.0,0.0,5.27,100.0,92.25,803.81,504.87,4.4
EVT-00260,2025-05-13,Mumbai,Rider,App,Pilot,Driver Online,29.0,3.0,26.0,11.1,10.34,62.51,831.69,505.96,4.4
EVT-00086,2025-05-14,Bengaluru,Driver,Web,Control,Driver Online,7.0,1.0,6.0,16.59,14.29,61.38,210.27,128.15,2.6
EVT-00238,2025-05-14,Pune,Driver,App,Pilot,Rider Request,1.0,0.0,1.0,5.96,0.0,88.09,0.0,0.0,4.7
EVT-00286,2025-05-14,Bengaluru,Rider,Partner,Pilot,Trip Completed,9.0,1.0,8.0,14.49,11.11,63.62,294.28,139.55,4.3
EVT-00522,2025-05-15,Chennai,Rider,Partner,Control,Trip Completed,32.0,9.0,23.0,17.02,28.12,95.03,1452.36,961.54,3.7
EVT-00532,2025-05-15,Mumbai,Driver,App,Pilot,Trip Completed,26.0,4.0,22.0,5.76,15.38,89.62,1230.2,706.19,3.7
EVT-00440,2025-05-15,Delhi,Rider,App,Pilot,Trip Cancelled,10.0,6.0,4.0,15.11,60.0,78.4,1605.95,756.27,3.6
EVT-00182,2025-05-15,Bengaluru,Rider,Web,Pilot,Trip Completed,31.0,9.0,22.0,15.44,29.03,51.89,1198.53,930.71,2.6
EVT-00352,2025-05-16,Kolkata,Rider,Partner,Control,Trip Completed,8.0,6.0,2.0,16.92,75.0,92.73,1776.25,1181.05,3.5
EVT-00579,2025-05-16,Delhi,Driver,Partner,Control,Trip Completed,12.0,10.0,2.0,6.94,83.33,62.76,3713.63,2570.22,4.7
EVT-00573,2025-05-16,Mumbai,Rider,App,Pilot,Driver Online,10.0,8.0,2.0,5.42,80.0,96.67,1690.92,817.78,3.6
EVT-00396,2025-05-16,Kolkata,Driver,Partner,Pilot,Trip Completed,8.0,6.0,2.0,10.09,75.0,97.66,891.76,427.2,2.8
EVT-00262,2025-05-16,Delhi,Driver,Partner,Control,Trip Completed,27.0,3.0,24.0,6.37,11.11,90.41,709.2,281.93,4.6
EVT-00074,2025-05-17,Mumbai,Driver,App,Pilot,Trip Completed,25.0,25.0,0.0,16.68,100.0,56.82,4949.1,3557.17,3.6
EVT-00199,2025-05-17,Bengaluru,Driver,App,Control,Driver Online,6.0,2.0,4.0,1.5,33.33,45.65,425.04,229.42,3.1
EVT-00557,2025-05-17,Bengaluru,Rider,Partner,Control,Trip Completed,14.0,7.0,7.0,4.59,50.0,37.05,2329.18,1657.6,2.8
EVT-00611,2025-05-18,Delhi,Driver,App,Pilot,Driver Online,5.0,0.0,5.0,3.38,0.0,67.65,0.0,0.0,4.9
EVT-00479,2025-05-18,Mumbai,Driver,Partner,Control,Trip Completed,8.0,0.0,8.0,13.39,0.0,52.75,0.0,0.0,2.6
EVT-00254,2025-05-19,Pune,Rider,Web,Control,Trip Completed,18.0,5.0,13.0,4.64,27.78,84.93,1943.43,1597.21,4.9
EVT-00624,2025-05-20,Pune,Rider,Partner,Pilot,Trip Completed,3.0,0.0,3.0,16.85,0.0,59.16,0.0,0.0,4.5
EVT-00437,2025-05-20,Chennai,Driver,App,Control,Trip Completed,6.0,2.0,4.0,7.73,33.33,61.05,187.07,91.1,4.9
EVT-00309,2025-05-20,Bengaluru,Rider,Partner,Control,Driver Online,3.0,0.0,3.0,9.19,0.0,70.98,0.0,0.0,4.9
EVT-00604,2025-05-20,Chennai,Driver,Web,Control,Trip Completed,24.0,13.0,11.0,15.91,54.17,37.62,4711.41,2994.89,4.0
EVT-00239,2025-05-21,Bengaluru,Rider,Web,Pilot,Rider Request,17.0,0.0,17.0,16.85,0.0,88.19,0.0,0.0,3.1
EVT-00394,2025-05-22,Kolkata,Driver,Partner,Control,Trip Cancelled,22.0,4.0,18.0,11.47,18.18,83.11,1031.83,478.14,4.2
EVT-00081,2025-05-22,Kolkata,Rider,Web,Pilot,Trip Completed,23.0,20.0,3.0,1.94,86.96,46.43,5564.68,3120.18,4.7
EVT-00039,2025-05-22,Kolkata,Driver,App,Control,Trip Cancelled,11.0,1.0,10.0,17.48,9.09,78.35,364.57,285.62,4.6
EVT-00373,2025-05-22,Mumbai,Driver,Web,Pilot,Trip Completed,22.0,13.0,9.0,14.45,59.09,97.65,3716.23,1872.77,4.6
EVT-00231,2025-05-23,Pune,Rider,Web,Control,Driver Online,1.0,1.0,0.0,13.05,100.0,41.58,215.69,153.48,3.2
EVT-00227,2025-05-23,Bengaluru,Rider,App,Pilot,Driver Online,14.0,10.0,4.0,8.23,71.43,87.13,3399.39,2164.61,4.9
EVT-00167,2025-05-24,Hyderabad,Driver,Partner,Pilot,Trip Completed,18.0,8.0,10.0,7.64,44.44,62.22,1835.18,1204.74,4.9
EVT-00375,2025-05-24,Delhi,Rider,Partner,Control,Trip Completed,32.0,14.0,18.0,3.06,43.75,87.39,5491.57,3706.23,2.8
EVT-00581,2025-05-25,Kolkata,Rider,Partner,Pilot,Trip Completed,25.0,6.0,19.0,14.07,24.0,66.82,2496.28,1454.43,2.6
EVT-00626,2025-05-25,Chennai,Rider,App,Pilot,Trip Completed,32.0,10.0,22.0,16.8,31.25,75.85,2090.64,1521.0,4.2
EVT-00041,2025-05-25,Kolkata,Rider,App,Control,Trip Completed,31.0,18.0,13.0,14.32,58.06,70.18,12500.0,3241.82,2.8
EVT-00540,2025-05-26,Delhi,Driver,Partner,Pilot,Trip Completed,27.0,9.0,18.0,3.8,33.33,67.77,833.57,325.37,4.2
EVT-00059,2025-05-26,Kolkata,Driver,Partner,Control,Trip Cancelled,19.0,9.0,10.0,6.18,47.37,57.87,2696.51,1713.33,3.4
EVT-00601,2025-05-26,Delhi,Driver,App,Control,Trip Cancelled,10.0,1.0,9.0,13.98,10.0,85.03,248.16,197.88,3.2
EVT-00143,2025-05-26,Bengaluru,Driver,Web,Pilot,Trip Cancelled,34.0,32.0,2.0,5.08,94.12,41.03,2817.19,1890.29,4.0
EVT-00044,2025-05-26,Kolkata,Rider,App,Control,Trip Completed,3.0,3.0,0.0,13.66,100.0,92.66,1217.88,461.49,3.5
EVT-00353,2025-05-26,Mumbai,Rider,App,Pilot,Driver Online,23.0,4.0,19.0,1.63,17.39,94.42,642.52,259.45,4.4
EVT-00523,2025-05-26,Delhi,Driver,App,Pilot,Trip Completed,25.0,14.0,11.0,6.71,56.0,84.86,4359.47,2178.77,3.6
EVT-00566,2025-05-27,Kolkata,Rider,Partner,Pilot,Trip Completed,4.0,2.0,2.0,2.11,50.0,92.81,617.72,522.2,4.7
EVT-00261,2025-05-27,Pune,Driver,Partner,Control,Rider Request,5.0,4.0,1.0,14.09,80.0,86.86,1528.89,951.36,3.0
EVT-00374,2025-05-28,Mumbai,Driver,Partner,Pilot,Driver Online,16.0,4.0,12.0,12.42,25.0,74.92,1127.11,403.64,4.3
EVT-00449,2025-05-28,Kolkata,Rider,Web,Pilot,Trip Completed,7.0,0.0,7.0,13.85,0.0,65.4,0.0,0.0,4.3
EVT-00310,2025-05-29,Bengaluru,Driver,Partner,Pilot,Trip Completed,22.0,5.0,17.0,1.78,22.73,92.75,1600.47,807.4,2.8
EVT-00048,2025-05-29,Kolkata,Driver,App,Pilot,Driver Online,3.0,0.0,3.0,11.15,0.0,80.75,0.0,0.0,3.1
EVT-00091,2025-05-29,Delhi,Rider,App,Control,Rider Request,25.0,17.0,8.0,9.58,68.0,48.94,7068.72,5810.7,2.6
EVT-00169,2025-05-29,Chennai,Driver,Web,Control,Driver Online,32.0,10.0,22.0,6.78,31.25,82.45,1715.73,1063.37,4.3
EVT-00175,2025-05-29,Mumbai,Driver,Web,Pilot,Driver Online,20.0,16.0,4.0,11.21,80.0,65.3,4774.25,1825.8,3.9
EVT-00608,2025-05-30,Mumbai,Driver,Web,Control,Trip Completed,19.0,15.0,4.0,8.72,78.95,49.54,2685.1,1976.59,2.7
EVT-00148,2025-05-30,Hyderabad,Driver,App,Pilot,Driver Online,16.0,9.0,7.0,3.1,56.25,63.37,3033.86,1589.09,4.2
EVT-00293,2025-05-30,Chennai,Rider,Web,Pilot,Trip Completed,14.0,9.0,5.0,7.35,64.29,41.64,1400.43,853.72,4.0
EVT-00269,2025-05-31,Mumbai,Rider,App,Control,Trip Completed,29.0,8.0,21.0,7.2,27.59,56.14,3301.59,2569.52,4.3
EVT-00535,2025-05-31,Kolkata,Driver,Web,Control,Trip Completed,10.0,4.0,6.0,6.49,40.0,38.2,956.89,743.09,4.8
EVT-00605,2025-06-01,Chennai,Driver,Web,Pilot,Driver Online,11.0,2.0,9.0,1.79,18.18,67.57,520.11,286.29,3.2
EVT-00495,2025-06-01,Bengaluru,Rider,Partner,Pilot,Trip Completed,31.0,23.0,8.0,9.85,74.19,84.0,8552.09,6605.91,3.4
EVT-00236,2025-06-01,Kolkata,Driver,Web,Pilot,Trip Completed,23.0,7.0,16.0,5.98,30.43,66.29,1236.57,515.54,4.1
EVT-00487,2025-06-01,Hyderabad,Rider,Partner,Control,Trip Completed,12.0,3.0,9.0,5.43,25.0,49.14,754.59,362.52,2.5
EVT-00339,2025-06-01,Chennai,Driver,Web,Control,Driver Online,10.0,2.0,8.0,16.42,20.0,86.5,674.79,254.94,2.5
EVT-00045,2025-06-01,Hyderabad,Rider,Web,Pilot,Trip Completed,28.0,27.0,1.0,7.45,96.43,51.38,6320.75,2314.39,3.2
EVT-00019,2025-06-01,Hyderabad,Rider,App,Pilot,Rider Request,20.0,2.0,18.0,7.64,10.0,94.23,822.09,404.44,3.3
EVT-00593,2025-06-02,Delhi,Rider,App,Pilot,Trip Completed,28.0,10.0,18.0,7.01,35.71,67.88,2791.22,988.78,4.4
EVT-00089,2025-06-03,Mumbai,Rider,App,Pilot,Driver Online,25.0,10.0,15.0,11.37,40.0,63.96,1058.17,411.5,2.5
EVT-00398,2025-06-03,Chennai,Driver,Web,Pilot,Trip Completed,6.0,6.0,0.0,13.52,100.0,37.96,2373.23,938.78,3.2
EVT-00603,2025-06-03,Kolkata,Driver,Web,Pilot,Trip Completed,34.0,0.0,34.0,14.84,0.0,59.45,0.0,0.0,2.7
EVT-00599,2025-06-04,Mumbai,Rider,App,Pilot,Driver Online,22.0,8.0,14.0,4.79,36.36,58.39,2004.62,1428.76,2.8
EVT-00432,2025-06-04,Chennai,Driver,App,Control,Trip Completed,7.0,2.0,5.0,8.56,28.57,38.87,312.27,166.01,3.6
EVT-00418,2025-06-04,Mumbai,Driver,App,Control,Trip Completed,6.0,4.0,2.0,6.91,66.67,38.39,1230.33,572.89,3.1
EVT-00534,2025-06-04,Delhi,Driver,Web,Pilot,Trip Completed,6.0,5.0,1.0,7.03,83.33,94.99,1306.19,869.62,3.9
EVT-00509,2025-06-04,Chennai,Driver,Web,Control,Trip Completed,25.0,10.0,15.0,7.31,40.0,63.11,3083.64,1594.09,3.1
EVT-00189,2025-06-04,Pune,Rider,Web,Control,Trip Cancelled,2.0,0.0,2.0,3.05,0.0,56.65,0.0,0.0,4.5
EVT-00531,2025-06-04,Mumbai,Rider,Web,Pilot,Trip Completed,29.0,6.0,23.0,13.82,20.69,44.17,2271.08,1100.55,5.0
EVT-00569,2025-06-04,Delhi,Rider,App,Pilot,Trip Completed,17.0,7.0,10.0,17.45,41.18,63.49,899.83,490.15,4.9
EVT-00054,2025-06-04,Pune,Driver,Web,Control,Trip Completed,21.0,4.0,17.0,7.19,19.05,56.9,363.25,226.8,3.8
EVT-00076,2025-06-05,Mumbai,Rider,App,Pilot,Rider Request,20.0,7.0,13.0,9.79,35.0,72.51,719.64,521.72,3.0
EVT-00137,2025-06-05,Pune,Rider,Web,Pilot,Trip Completed,15.0,11.0,4.0,9.37,73.33,59.85,2934.81,2123.15,4.3
EVT-00196,2025-06-05,Mumbai,Driver,App,Pilot,Trip Completed,18.0,10.0,8.0,12.24,55.56,74.12,1998.07,1539.96,3.7
